,UMAP_1,UMAP_2,Cluster,Project Name,Link,Project Desc,Short Project Desc
10,6.4671392,0.5316311,-1,Green Sofa,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/6,"FAB DAO, also known as Formosa Art Bank DAO, is a notable charity NFT project in Taiwan that aims to combine charity, art, and culture in the NFT market. The project ""Project Percentage, %"" is the largest charity NFT fundraising initiative in Taiwan, bringing together various organizations and individuals to create a unique system and style in the local NFT market.
 
 In 2023, FAB DAO officially transitioned into a DAO, allowing community members to participate in its management. The project has been involved in various activities such as minting and selling non-profit NFTs, fostering artist and collector communities, and promoting blockchain education. The collaboration between FAB DAO and GreenPill has resulted in initiatives like the establishment of the Green Sofa team, which aims to explore collaborations and learn from GreenPill's expertise in Public Goods.
 
 Moving forward in 2024, the roadmap includes activities like weekly web meetings, updates with GreenPill.network, and follow-up rounds for the ""Grant is Great!"" project. Achievements in 2024 include GIVETH approval for Green Sofa and support for Japan earthquake relief funds. The project has a dedicated team of core members and community participants working towards the shared vision of promoting charity, art, and culture through blockchain technology.","""Formosa Art Bank DAO: Charitable NFT project promoting art, culture, and charity through blockchain technology in Taiwan."""
11,6.8284135,1.558359,-1,AgroforestDAO - Fev 24,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/8,"AgroforestDAO aims to support agricultural public goods through innovation and socioecological inclusion, emphasizing the concept of human stigmergy and coordination as a ""human beehive."" The project bridges the gap between urban and rural communities, providing support and resources to those facing challenges in local markets. By utilizing web3 technology, the DAO enables co-stewardship of agricultural land, offering various levels of engagement and recognition for participants.
 
 Through initiatives like NFT representation of harvest shares, IRL activities with Hypercerts, and NFT badges for Seed Stewardship, AgroforestDAO recognizes and rewards the dedication of stewards and promotes a long-term reputation in the global community. The project also focuses on shedding light on the intangible value of seasonal culture and building frameworks to distribute rewards and badges for individuals involved in agroforestry practices.
 
 By sharing seasonal agendas and educational content, AgroforestDAO aims to raise awareness among urban and tech communities about regenerative strategies like Syntropic Agroforestry. Ultimately, the project seeks to regenerate community-owned intergenerational agriculture and promote a sustainable future with the help of a global community of supporters and stakeholders.",AgroforestDAO: Bridging urban-rural communities through innovative agroforestry for sustainable agriculture with web3 technology and community engagement.
12,6.375905,2.1526794,0,ReRe :: Regenerative Resources,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/47,"The project aims to transition from web2 hyperconsumerism to web3 regenerative co-creation, emphasizing the shift from being products in the current web2 algorithmic model to owners of our data in web3. The impact includes promoting web cyber sovereignty and creating a cultural web3 regenerative protocol called ReRe. This protocol focuses on co-creating real-life cyber cultural practices and fostering interactive peer-to-peer coordination through a netweaving flow of activities and events.
 
 By encouraging proofs of humanization and reframing projects as living interconnected organisms, ReRe seeks to catalyze critical shifts in perception towards abundance and interconnectedness. The project also promotes common pools of shareable resources, providing real abundance experiences and fostering mutual access to resources. Through interfaces with various decentralized technologies, ReRe aims to build a regenerative peer-to-peer network dynamic, creating new blueprints for wealth generation in web3. Key aspects of ReRe include embracing abundance, societal tissue regeneration, and commonship for mutual resource access.","Transitioning web2 hyperconsumerism to a web3 regenerative co-creation culture, focusing on data ownership, cyber sovereignty, and cultural protocols."
13,6.472048,3.1699502,-1,Borderless,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/15,"Borderless, a non-profit tech arm of Crypto Smart, aims to train at least 100 African tech developers annually to create Web2 and Web3 products. They achieve this through physical hubs in various African countries, hosting events like hackathons and conferences, offering training programs covering web development and blockchain, and providing mentorship to developers. 
 
 The impact of the project includes creating a supportive environment for developers to learn, collaborate, and network at physical hubs. Events like hackathons and meetups offer opportunities for skill development and networking. Training programs equip developers with valuable skills in web and blockchain development, as well as data science. Mentorship from experienced professionals helps developers reach their full potential. The opening of physical hubs and hosting events in African countries like Nigeria demonstrates a commitment to fostering tech talent and innovation on the continent.","Empowering African tech developers through training, mentorship, and events for Web2 and Web3 product creation."
14,6.988945,2.8918939,-1,Greenpill Kenya,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/18,"The Greenpill Kenya Web3 Initiative aims to drive mass adoption of web3 technology in communities and villages through impact onboarding, educational workshops, regenerative agriculture, and real use case studies of blockchain technology. Their past work includes environmental clean-ups, in-person meetups focusing on wallet education and training on transitioning to and from the Mpesa Kenya/global mobile money network. Current initiatives involve regenerative agriculture and setting up spaces to host web3 workshops and seminars to promote mass adoption of web3 technology.
 
 The impact of the project includes fostering sustainability at both individual and community levels, empowering individuals with knowledge and tools to participate in the web3 economy, and supporting public goods programs. By supporting Greenpill Kenya, individuals can contribute to the future of web3 technology and public goods.","""Driving web3 adoption through impact onboarding, education, regenerative agriculture, and real use cases in communities."""
15,6.322177,0.9329819,1,Greenpill Dev Duild,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/49,"The project led by the Greenpill Dev Guild aims to create innovative products using web3 technologies to support Greenpill chapters and regen communities in coordinating public good actions. Their main focus is on simplifying onboarding processes, measuring impact, and facilitating coordination within regen communities. Key needs include software services, infrastructure hosting, and development work funding. 
 
 Two core projects are in development: the Greenpill App, which aims to simplify onboarding into the regen space through features like account abstraction and mobile-friendly interfaces, and Camp Green, a project focused on gamifying and rewarding public good impact through attestations and contribution tracking. The team has set milestones to launch these projects within the next quarter, aiming to support 5 chapters in the Greenpill Network with each project.
 
 The impact of these projects includes enabling easier access to regen spaces, providing tools for measuring and rewarding public good actions, and fostering a more supportive ecosystem for Greenpill chapters and regen communities. The projects have the potential to enhance collaboration, accountability, and effectiveness in pursuing public good initiatives.","""Innovative web3 projects supporting Greenpill chapters & regen communities by simplifying onboarding, measuring impact, and enhancing coordination."""
16,5.5281286,1.7062653,1,SoundView,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/19,"SoundView is a creator hub focusing on enabling traditional creators to have full ownership of their content, promoting collaboration through a Creator Co-Lab, and rewarding community engagement. Through strategic partnerships, the platform ensures that content minted on it is uniquely copyrighted and protected, enabling creators to maximize earnings from both Web3 and Web2. This project has significant impacts by empowering creators to maintain control over their work, fostering collaboration across different creator types, incentivizing community participation, and safeguarding content ownership and earnings. By providing a supportive and secure environment for creators, SoundView contributes to the growth and sustainability of the creative community in the digital space. You can learn more about SoundView through this link: https://app.charmverse.io/soundview-hub/wtf-is-soundview-8344389287563718.","""SoundView: Empowering creators with ownership, collaboration, and community rewards for sustainable growth in the digital space."""
17,6.3514395,-0.2992563,-1,Greenpill Denver,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/25,"GreenPill Denver is focused on enriching communities through events that promote connections, education, and empowerment. They are actively expanding their reach globally by introducing new chapters and members to their ecosystem. By hosting networking events, webinars, and onboarding sessions, they aim to nurture the local community and facilitate collaboration. Planning to host more events and local Quadratic Funding rounds, they are specifically targeting regenerative projects in Colorado to amplify local communities. GreenPill Denver supports public goods and local initiatives, embodying the spirit of regenerative digital infrastructure. This partnership highlights their commitment to community-driven efforts for a more inclusive and sustainable future. GreenPill Denver seeks to make a lasting impact on Denver and beyond by engaging in projects that benefit society as a whole.","""Enriching communities through events and partnerships for a sustainable and inclusive future."""
18,5.1571674,2.6291423,-1,"Blockchain Club FCET, Umunze",https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/12,"The Blockchain FCET Umunze project aims to provide educational opportunities and foster innovation in Blockchain and Web 3 technologies for 15,000 students, college staff, and the wider community. By offering offline and online educational sessions and collaborating with tech communities such as Google, Microsoft, and GitHub developers' club, the project seeks to empower individuals with knowledge and skills in these emerging technologies. Furthermore, partnerships with other blockchain clubs and communities enable the project to create a larger impact and drive innovation in the field. Additionally, the project champions regenerative initiatives in partnership with Greenpill Naija, focusing on environmental campaigns for sanitation and control measures. Overall, this project has the potential to bring about significant positive change by equipping individuals with valuable skills, fostering collaboration, and promoting sustainable initiatives within the community.","""Educational innovation in Blockchain and Web 3 tech for students at Umunze, fostering collaboration and sustainability initiatives."""
19,7.3327837,-0.2603894,-1,Greenpill Brasil,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/13,"GreenPill Brasil is a community dedicated to socio-environmental regeneration in Brazil through collaborative actions. The project has made significant impact by establishing forums, working groups, and online meeting spaces to facilitate engagement among members. They have actively participated in the development of apps like GreenPill App and Green Goods App. Additionally, they have successfully onboarded new projects and members, providing support for donation access and awareness campaigns on platforms like Gitcoin and GreenPill. Engaging with the public through social media, they have gained followers and reached a wider audience to spread awareness on important issues like misinformation and climate change. The project has also implemented open-source developments and utilized funding for translating essential books into Portuguese. Moving forward, they aim to strengthen their infrastructure, enhance community engagement, increase social media presence, and participate in relevant events. Overall, GreenPill Brasil is making meaningful contributions to environmental and social causes in Brazil.","GreenPill Brasil: Socio-environmental regeneration community in Brazil, driving impact through collaboration, technology, and awareness campaigns."
20,5.914631,2.4844635,0,GreenPill Mexico,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/29,"The project aims to develop a network infrastructure in Mexico utilizing web3 tools to address socio-cultural and environmental issues. The purpose is to introduce users to web3 technologies, provide education on these technologies in the short, medium, and long term, and implement crypto-regenerative approaches with various organized entities. In 2024, the project had several activations including ETHCincodeMayo with Hypercerts and attestations, participation in EasyRetroPGF training, a community alliance for builders and developers in Arbitrum, GreenPillMexico's presence at Eth Denver, and participation in Greenpill Governinit Governance Summit. These activations demonstrate the project's commitment to fostering collaboration, education, and innovation in the web3 space to address pressing societal and environmental challenges in Mexico and beyond.","Developing Mexico's web3 infrastructure to address social and environmental issues, promoting education and collaboration for a sustainable future."
21,7.2493973,0.33880714,1,GreenPill Phangan,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/4,"GreenPill Phangan is a project focused on delivering regenerative infrastructure on Koh Phangan through the Phangan QF initiative. The main goal for the next 6 months is to empower local public good activists and enhance coordination to increase non-profit activities on the island. Fundraising efforts include collecting donations globally through platforms like Gitcoin and the EcoSynthesisX Spring Round on multiple chains. On-ground activities include the Regen Full Moon meetups, Decentralized Cleanup events, and educational initiatives to promote regenerative practices. 
 
 Achievements since the last round include successful events like Regen Full Moon meetups, launching the Regen Phangan Member NFT, and collaborations with GreenPill Taiwan QF. The project is dedicated to creating a significant impact on Koh Phangan by promoting sustainability and regenerative practices within the community. Join GreenPill Phangan in their mission to build a greener, more connected island community.","""GreenPill Phangan: Empowering local activism for regenerative infrastructure on Koh Phangan through collaborative initiatives."""
22,5.52158,3.5506494,-1,Send vulnerable children to school,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/44,"The project by Helpers Social Development Foundation aims to provide free quality education to vulnerable children in Nigeria, particularly in Oji-River, Enugu State. With 20 million children out of school in Nigeria due to poverty, lack of education has been a significant barrier to social and economic opportunities. By establishing Helpers Foundation School, the project addresses this challenge and helps prevent vulnerable children from dropping out of school and facing early marriage or child labor.
 
 The impact of the project includes breaking the cycle of poverty for the children attending the school, offering them opportunities for growth, independence, and a brighter future. By incorporating education about cryptocurrency into the curriculum, the project also equips the students with modern financial knowledge that can empower them in the digital age. Overall, the project's long-term impact is to provide a better chance for these children to achieve their potential and support their families, ultimately contributing to sustainable development in the region.","""Free quality education for vulnerable children in Oji-River, Nigeria, breaking the cycle of poverty and empowering with modern financial knowledge."""
23,8.087149,0.9022622,-1,Glo Dollar,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/48,"Glo Dollar is a fiat-backed stablecoin pegged to the US Dollar that funds public goods and charities. The project earns revenue from its reserve and donates all income to charity through the Glo Foundation. The current upgrade will allow holders to choose which charities to donate to. Glo Dollar is issued by brale.xyz and available on various platforms like Uniswap on Ethereum, Optimism, Arbitrum, Polygon, and Celo. It is an open-source project with smart contract code on GitLab and dApp source code on GitHub. By supporting public goods and charitable causes, Glo Dollar aims to have a positive impact on society and contribute to building a better world.","""Glo Dollar: Stablecoin funding public goods with charitable donations, empowering holders to choose supported causes."""
24,6.354585,1.4514472,-1,RootedLABs,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/21,"The project by RootedLABs focuses on creating open-source urban-focused agriculture solutions to address food insecurity and combat climate change. The main problem they are targeting is the environmental impact caused by the exponential increase in the world's population, leading to various issues such as soil degradation, pollution, and global warming. By promoting urban agriculture and utilizing open-source principles, RootedLABs aims to provide sustainable agricultural systems that benefit the environment.
 
 The project's impact includes empowering future city farmers through decentralized networks and leveraging technology like blockchain, IoT, AI, and robotics. By establishing smart city farms and global hubs, RootedLABs facilitates collaboration between academia, tech industries, and local communities to address agricultural challenges and promote sustainable practices. Through partnerships, educational programs, and open-sourcing data and engineering specs, the project aims to create a global co-op of urban farm hubs to ensure a more sustainable agricultural future. Initiatives like creating open-source engineering specs, securing partnerships, issuing credentials, and engaging with potential collaborators showcase the project's progress and potential for positive change.","Creating sustainable urban agriculture solutions to address food insecurity and climate change, leveraging technology and partnerships for global impact."
25,7.0511684,2.0460393,-1,Crypto Whales NFT by Highly Artistic,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/9,"**Summary:**
 The project ""Crypto Whales NFT by Highly Artistic"" aims to make a positive impact on the environment through the Monthly Earth Day initiative. The initiative involves cleaning up the world and engaging non-web3 users through live events and global collaborations. Over the past year, the project has planted over 30,000 trees, cleaned up more than 1,000 lbs of trash, and donated 2,500+ Matic to environmental charities. The goal is to expand the community, increase participation, and onboard new users into web3 through impactful events and partnerships.
 
 **Impact:**
 The project has already achieved significant environmental results, such as planting trees and cleaning up trash. With the help of grant funds, the project plans to host more clean-up events, provide necessary supplies, and attract more participants. The founder, Nick, is committed to growing the Monthly Earth Day community, showcasing impact through on-chain options, forming partnerships for education and awareness, and utilizing platforms like Discord and the project website to engage participants and highlight achievements. Nick's passion for nature and wildlife is the driving force behind this project, aiming to create a better world through collective action.","""Monthly Earth Day NFT project by Highly Artistic: Engaging community for environmental impact and web3 adoption."""
26,6.9011054,0.84430397,1,Silvi,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/16,"The project aims to support global reforestation efforts through the [#OperationWebTree](https://t.me/SilviProtocol/1) movement. By collaborating with various communities and projects, such as Greenpill Chapters and ReFi DAO Local Nodes, the project will deploy proceeds to expand reforestation initiatives like GreenPill LA and GreenPill Otawa. They are implementing tools like TreeForwards for incentivizing tree stewardship, Extreme traceability for accountability, Treekipedia for species-specific methodologies, OpenTrees for transparent reforestation data, Batch Accounting for efficient management, and Portfolio Management for global impact coordination.
 
 Silvi, the platform developed by the project, provides an app for reporting tree plantings, focusing on traceability and community engagement in reforestation. They are exploring tokenomics with governance tokens and utility NFT pairs tied to tree commitments. Operational pilots have been successful, including efforts in Kenya to connect communities to the Kakamega forest for tree planting. With funding support from Gitcoin, Silvi is expanding its impact by establishing nursery beds and increasing reforestation capacity through community involvement and innovative methodologies.","""Global reforestation via diverse community collaborations, innovative tools, and Silvi app for traceable tree planting."""
27,6.7086115,2.3271914,0,E-Cco.@Z - Ecco Zona Autonoma,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/20,"The project Ecco Zona Autonoma is an RPG chronicle aiming to engage people in building a more empathetic and integrated human relationship with nature to promote well-being and abundance in different regions. Ecco is a virtual territory utilizing web3 tools for activities, offering players resources to empower themselves, organize adventures, and participate in community governance. Players gain experience points and rewards for their actions in the game.
 
 Two ongoing adventures within Ecco are Atelier Vivo, a space for environmental education and the arts, offering a variety of activities both online and in-person, and Zine Verde Verso, a socio-environmental media platform focusing on agroecology, arts, and web3. Zine Verde Verso aims to foster empathy and connection through a mini magazine and blog with monthly summaries, historical facts, and exclusive benefits for subscribers. Through storytelling, creative workshops, and informative content, the project seeks to bridge the gap between the real and imaginary world, inspiring positive impacts in both realms.","""Engaging RPG project Ecco Zona Autonoma promotes empathy with nature via web3 tools and community adventures."""
28,6.53302,2.761928,0,Web3beach,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/24,"Web3beach is a project dedicated to introducing marginalized communities to the benefits of web3 technology through social and environmental initiatives such as beach cleanups and educational programs. By leveraging crypto rewards and regenerative finance principles, the project aims to empower these communities to address climate change and foster sustainable practices. The Impact Onboarding strategy bridges the gap between web3 technology and community engagement, encouraging individuals to actively participate in creating a positive impact. The expansion of the project to various countries like Venezuela, Nicaragua, Guatemala, Japan, Colombia, and forthcoming operations in Kenya signifies a growing reach and potential for making a difference on a global scale. Through these efforts, Web3beach is working towards empowering communities to embrace sustainable practices and contribute to a more environmentally conscious world.","Empowering marginalized communities worldwide through web3 technology, crypto rewards, and regenerative finance for sustainable impact."
29,8.230421,1.2469287,-1,\$EARTH,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/36,"The project aims to mint \$EARTH, a digital currency backed by climate solutions and ecosystem services, to directly fund projects addressing climate change. The goal is to mobilize over 5 trillion USD annually for the next 30 years to support clean energy, regenerative agriculture, clean transport, ecosystem conservation, and solarpunk sanctuaries. \$EARTH incentivizes users to convert traditional currency into \$EARTH to finance renewable energy, permaculture, electric transport, ecosystem conservation, and more. The currency values ecosystem services and positive externalities generated by funded projects. Additionally, \$EARTH aims to create utility by establishing a network of regenerative/solarpunk merchants accepting it as payment.
 
 In the pilot round, \$EARTH treasury will fund projects such as a syntropic coconut farm in the Dominican Republic, solar energy in Mexico, coffee production in Brazil, and an eco-village in Lisbon. These projects contribute to building a net-zero world and promoting solarpunk values. Further details on the projects can be found on the Solarpunk DAO website.","$EARTH digital currency backs climate solutions, supporting clean energy, regenerative agriculture, and solarpunk projects globally."
30,5.72411,0.3804078,-1,HonorCode,https://explorer.gitcoin.co/#/round/10/0xe9459565709c5e856ffbc3cc8715824945d92de7/23,"HonorCode is an open-source project reputation protocol designed for DAOs to acknowledge contributions made by builders. It introduces a semi-transferable token, exclusively transferable within the DAO's set of contracts. This STT mechanism facilitates the creation of a prediction market, results oracle, and enhances governance within the DAO ecosystem.
 
 By safeguarding HONOR tokens from direct convertibility, the project enables communities to establish their unique values and financial relationships. This approach empowers DAOs to effectively track and acknowledge impact over time, addressing a common challenge faced by DAOs, particularly in the public goods sector.
 
 HONOR tokens strike a balance between directly transferable assets and non-fungible, soul-bound tokens, maximizing flexibility and usability. They facilitate various activities within the ecosystem, including staking yield-bearing assets to farm HONOR, proposing and vouching for project artifacts, rewarding builders for their contributions, and enabling participants to allocate resources to different artifacts. These functionalities enhance engagement and incentivize active participation within the DAO network.","""HonorCode: Enhancing DAO governance with a semi-transferable token for tracking contributions and fostering community values."""
